epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,436.598,1.96582,9.13843,1.14781,0.00143,0.86175,0.01054,0.00412,1.69787,5.83127,1.07181,0.00065625,0.00065625,0.00065625
2,875.983,1.7665,4.96776,1.09837,0.6413,0.56849,0.65806,0.34892,1.63433,3.53333,1.09429,0.000668073,0.000668073,0.000668073
